text_id,text,hate
t_davidson_5383,"@YourDudeFerg @SammyLightning_ I wish you wood, like a tree in this bitch.",2
t_davidson_5384,"@YourDudeFerg I wish you wood, Like a tree in this bitch",2
t_davidson_5385,@YourDudeFerg gay fags,1
t_davidson_5386,@YourDudeFerg like a tree in this bitch? Asshat.,2
t_davidson_5387,@Yummys_World &#8220;@ThoughtsOfRandy @STROCORLEONE + That bitch already got past demons in her.Seeding her up just gone fuse more.,2
t_davidson_5388,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu,2
t_davidson_5389,@YunGMiGo @BigMoneyNiquee lol send dat nicca clean out talmbout some n what if he really is &#128514;&#128514;&#128514;,2
t_davidson_5390,@YunGMiGo I said pussy dat ass what be on yo tongue boy,2
t_davidson_5391,@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr,2
t_davidson_5392,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird,0
t_davidson_5393,@YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops,2
t_davidson_5394,"@YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips",2
t_davidson_5395,@YungOBG hoe meter went off!,2
t_davidson_5396,@YungRajee Shit ill pay the premium to get away from these anything ass hoes,1
t_davidson_5397,@YungRetweet bitch,2
t_davidson_5398,@Yung_Messiah @NoMeek_JustMilz swear to god log on later. I'm posting the score on every social network you bitch ass nigga,2
t_davidson_5399,@Yung_Messiah nah he pussy he won't,2
t_davidson_5400,@YvngHerbo @PRAYINFORGEMS sup fat bitch,2
t_davidson_5401,@ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*,2
t_davidson_5402,@ZELNO96 one sick bitch,2
t_davidson_5403,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure,0
t_davidson_5404,@ZRexxx @SlowDollaz we take your bitch then recieve head from your mom,2
t_davidson_5405,@Z_MEGA fasho fasho .. Hurry ya ass up nicca,2
t_davidson_5406,"@Z_M_G_ &#128514;&#128514;&#128514;&#128514;&#128514; wow. I love how you called yourself a slut, but no really. You wouldn't ever cheat on a girl, bitches are so dumb.",2
t_davidson_5407,@Z_M_G_ thirsty hoes &#128129;,2
t_davidson_5408,@ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa,2
t_davidson_5409,@ZachIrving I called people kikes and a lot of fucks,2
t_davidson_5410,@Zach_Dorsey thirsty hoe,2
t_davidson_5411,@Zach_Thein you pussy,2
t_davidson_5412,@ZakSitton lol cracker,2
t_davidson_5413,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that,2
t_davidson_5414,@ZaneIsClasker Photoshop putting my head on fags is not proof.,2
t_davidson_5415,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,1
t_davidson_5416,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit,2
t_davidson_5417,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat,2
t_davidson_5418,@Zedd finger my throbbing pussy flaps,2
t_davidson_5419,@Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut,2
t_davidson_5420,@Zhugstubble eat bitch,2
t_davidson_5421,@Zhugstubble meet up eat bitch,2
t_davidson_5422,@Zhugstubble meet up so I can Molly whoop yo bitch ass,2
t_davidson_5423,"@Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch",2
t_davidson_5424,@ZigzagsxKush Katy and clear lake hoes,2
t_davidson_5425,@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,2
t_davidson_5426,@ZitlalyL You will and he's gonna get all dem bitches &#128513;,2
t_davidson_5427,@Zohdaa fags,1
t_davidson_5428,"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch",2
t_davidson_5429,@Zwaaad fag,1
t_davidson_5430,@ZwengerSierra how about you @ me bitch,2
t_davidson_5431,@_2kkz lol bitch I'm indian!!!!!! You op,2
t_davidson_5432,@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;,2
t_davidson_5433,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",1
t_davidson_5434,@_Andsss cool cool fuck wit u too nicca,2
t_davidson_5435,@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;,2
t_davidson_5436,@_BDOE bro u trash at that zombies,0
t_davidson_5437,@_B_R_Y_C_E_ what happened to going fishing bitch?,2
t_davidson_5438,@_BaDa_Bing If it continues.. I turn pussy lol,2
t_davidson_5439,@_BatGangBitchh no hoe,2
t_davidson_5440,@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;,2
t_davidson_5441,@_BeautifulKeezy bitch I died when I read that.,2
t_davidson_5442,@_BeautifulKeezy bitch Wea you going.,2
t_davidson_5443,@_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;,2
t_davidson_5444,@_BeautifulKeezy yess bitch. Messyyy,2
t_davidson_5445,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!,2
t_davidson_5446,"@_BeverlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!",2
t_davidson_5447,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,0
t_davidson_5448,@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),2
t_davidson_5449,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,1
t_davidson_5450,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.,2
t_davidson_5451,"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got.",2
t_davidson_5453,@_CharlieA_37 @sean_landez07 y'all's are all little punk ass bitches doe,2
t_davidson_5454,"@_Corayma @LuivilleSluggah TF do I look like, delivery bitch or what ahaha",2
t_davidson_5455,"@_DCorNothing_ @KyariesDa4 he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;",2
t_davidson_5456,@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol,0
t_davidson_5457,@_Dbankss orr why? Thts my lor bae tho wyd why u fucking up hoe?,2
t_davidson_5458,@_Dingyyybritt_ look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?,2
t_davidson_5459,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi,2
t_davidson_5460,"@_Dreamchasers2 ""aint nobody got no time fo dat"" (ghetto black lady voice)",2
t_davidson_5461,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded,2
t_davidson_5462,@_EB_Games @BigBBrown Fuck all you hoes. lol,2
t_davidson_5463,@_ElenaRaquel_ its swag bitch aha,2
t_davidson_5464,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people",1
t_davidson_5465,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",1
t_davidson_5466,"@_IAMKEN you'll make the team, them niggas trash. Lol",1
t_davidson_5467,"@_IAmDriven_ @HDRealtor not even sure bro, Im ignoring these hurt bitches tonight...lol",2
t_davidson_5468,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch",2
t_davidson_5469,@_InhaleLove_ bitches love some Alex from target &#128527;,2
t_davidson_5470,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!,0
t_davidson_5471,@_James_Kirby_ @mflury30 back off ya queer bag,2
t_davidson_5472,@_KaeeJones I gotta find them I know Cali got them hoes,2
t_davidson_5473,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe,2
t_davidson_5474,@_KaeeJones the bird gone run from your ass,2
t_davidson_5475,"@_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey.",0
t_davidson_5476,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck,2
t_davidson_5477,@_Leeyoo what niggah,2
t_davidson_5478,"@_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence",2
t_davidson_5479,"@_LezzzBeHonest 
Me bitch!",2
t_davidson_5480,@_LifeOfSin theeepp that's my bitch,2
t_davidson_5481,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg",0
t_davidson_5482,@_LrAnderson that hoe over that,2
t_davidson_5483,@_Maniac_Mind_ @Marcfoor4 stfu with that what I'm gonna do and just fuck oh pussy ads nigga,2
t_davidson_5484,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,2
t_davidson_5485,"@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do",2
t_davidson_5486,@_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.,2
t_davidson_5487,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops.",2
t_davidson_5488,@_Marzzz nigger,2
t_davidson_5489,@_MckenzieNoel miss you bitch,2
t_davidson_5490,@_MostDope95_ Jenny says you're an evil bitch.,2
t_davidson_5491,@_Nadiaxo fags,1
t_davidson_5492,@_NoLackingg I kinda figured a lil bit when u said bitch u cute,2
t_davidson_5493,@_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep,2
t_davidson_5494,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want",2
t_davidson_5495,"@_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork",2
t_davidson_5496,@_Rachel_Robbins is the realest bitch out here rt,2
t_davidson_5498,@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,2
t_davidson_5499,@_RenaissanceJay get the loredo steak. Out dat bitch if u ballin,2
t_davidson_5500,@_RenaissanceJay nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit,2
t_davidson_5501,@_RenaissanceJay pussy,2
t_davidson_5502,@_ReneashaC @RishaaWilliams Hoe yu erbody bitch &#128514;&#9996;,2
t_davidson_5503,@_RichHomieKevin go to sleep niggah lol,2
t_davidson_5504,@_Saltlife13 Lol chill pussy,2
t_davidson_5505,@_Saltlife13 Long story lol but I've missed you faggot,2
t_davidson_5506,@_SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,2
t_davidson_5507,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP",1
t_davidson_5508,@_SparkleLikeZen saves you a brownie*,0
t_davidson_5509,@_SqueezeMeBaby don't tell the dumb hoes that,2
t_davidson_5510,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.,2
t_davidson_5511,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,2
t_davidson_5512,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want,2
t_davidson_5513,@_TheBlackNerd wyd fag,2
t_davidson_5514,@_TheCrownedHead &#128548;&#128514;&#128514;&#128514;&#128514; bitch,2
t_davidson_5515,@_TriggaPlease_ @kanyewest he's a faggot,1
t_davidson_5516,@_TriggaPlease_ nigger hello?,2
t_davidson_5517,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,1
t_davidson_5518,@_TurnDownDre @kushdaddycorr I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch,2
t_davidson_5519,@_TurnDownDre @kushdaddycorr lmao you stupid nigger,1
t_davidson_5520,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;,2
t_davidson_5521,@_WORDtotheWISE how many times did you listen to that pussy song today?,2
t_davidson_5522,@_WORDtotheWISE some hoe shit,2
t_davidson_5523,@_WORDtotheWISE you must have sent a bird call because I didn't get shit,2
t_davidson_5524,@_XoXoKelsey_ hell naw fuck them bitches serves them right,1
t_davidson_5525,@_YdotM really thou im looking like Hulk Hogan in this bitch,2
t_davidson_5526,"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me",2
t_davidson_5527,@__Black_Jesus bitch u know what I mean spell champ these nuts,2
t_davidson_5528,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot,1
t_davidson_5529,@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus,2
t_davidson_5530,@__DatTootieGurl that hoe can't cook,2
t_davidson_5531,@__Dutch bitch stop hating on such an immaculate suit.,2
t_davidson_5532,@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.,2
t_davidson_5533,@__MotoMoto you a real bitch for that,2
t_davidson_5534,"@__NikesNshiT you better. And ima let that bitch slide right now, just be on standby. &#128536;&#128514;",2
t_davidson_5535,@__TaeSavage pussy,2
t_davidson_5536,"@__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good... @thejournalist44 @That1guyJeff",2
t_davidson_5537,@___AsiaJ lol my bro said it about a bitch but it can be about u,2
t_davidson_5538,@_____0__o______ faggot,1
t_davidson_5539,@___kd_ i need 2 of the bitches,2
t_davidson_5540,@__angieex3 Ik you were pussy,2
t_davidson_5541,"@__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;",2
t_davidson_5542,@__hannerr__ you're a faggot,1
t_davidson_5543,@__kiante im askin you negro lol,2
t_davidson_5544,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p,2
t_davidson_5545,@_angelaaau hey fag i &lt;3 you,1
t_davidson_5546,@_asheyk pussy,2
t_davidson_5547,@_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me,2
t_davidson_5548,@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;,2
t_davidson_5549,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",1
t_davidson_5550,@_cblaze @kieffer_jason ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy,2
t_davidson_5551,@_cblaze sorry i eat pussy,2
t_davidson_5552,@_chrisbrownn14 fuck bitches get money,2
t_davidson_5553,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,0
t_davidson_5554,@_dinora_e jk i would be a bitch if i got them done !,2
t_davidson_5555,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;,1
t_davidson_5556,@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away,2
t_davidson_5557,"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch",2
t_davidson_5558,"@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk",2
t_davidson_5559,@_fullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe,2
t_davidson_5560,@_iGotHer ; bitch dont talk at me like that bro.,2
t_davidson_5561,@_icantmiss Boys still got birds in the cage? Lol,0
t_davidson_5562,@_icantmiss send that hoe &#128514;&#128514;,2
t_davidson_5563,@_illionaire he been taking them hoe lol,2
t_davidson_5564,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,1
t_davidson_5565,@_justlexis lol whatever. We're fags.,2
t_davidson_5566,@_lexisperez he ate my pussy i could..,2
t_davidson_5567,@_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love,2
t_davidson_5568,@_littlepuffin hoe *,2
t_davidson_5569,@_lostb0y I meant bitch I am scum,2
t_davidson_5570,"@_lostb0y do you, bitch boy?",2
t_davidson_5571,@_lostb0y no bitch w my dick,2
t_davidson_5572,@_lynnogawa @ that bitch,2
t_davidson_5573,@_michellecole_ nice hoodie faggot,2
t_davidson_5575,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches,1
t_davidson_5576,@_noWashington he liked that hoe,2
t_davidson_5577,@_noWashington what that hoe was like,2
t_davidson_5578,@_puderbaugh don't be a bitch. Get two.,2
t_davidson_5579,"@_queenveronica haha yolo, did ya hit that hoe?",2
t_davidson_5580,@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude,2
t_davidson_5581,@_reathie u better sit yo ass in that bitch til 330,2
t_davidson_5582,@_shegotthis yellow rice black beans and pork chop sis,0
t_davidson_5583,@_spenceyy @5SOS not scanger,0
t_davidson_5584,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey",2
t_davidson_5585,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like,2
t_davidson_5586,@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit,2
t_davidson_5587,@_theDarius bitch get that job first.,2
t_davidson_5588,@_theDarius bitch just be looking for my shit.,2
t_davidson_5589,@_theDarius bitch.,2
t_davidson_5590,@_theDarius boy I was clean in them bitches.,2
t_davidson_5591,@_thecrave only if it's funny tweets about ashy niggers,2
t_davidson_5592,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;,2
t_davidson_5593,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here,2
t_davidson_5594,@_tiffnasty some niggas didnt desrve to have that bitch in the first place,2
t_davidson_5595,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents",2
t_davidson_5596,"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied",2
t_davidson_5597,@_tonydennis it's trash ik just wanted to fuck with Dorsey,2
t_davidson_5598,@_travvv's pussy. http://t.co/aXm9PCw95T,2
t_davidson_5599,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;,2
t_davidson_5600,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",1
t_davidson_5601,"@_womanoverboard ""nigger""",1
t_davidson_5602,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch",2
t_davidson_5603,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol,2
t_davidson_5604,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up,2
t_davidson_5605,@_xpriceless_ bitch take dat shit down imediatly,2
t_davidson_5606,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out,2
t_davidson_5607,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,2
t_davidson_5608,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,2
t_davidson_5609,@_xpriceless_ naw fuck u bitch and go suck up cartier,2
t_davidson_5610,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying,2
t_davidson_5611,@_xxsarafina haha that hoe go hard rt,2
t_davidson_5612,@aBartick the bitch in the purple shorts and Aqua beats,2
t_davidson_5613,@a_murda_ happy birthday bad bitch,2
t_davidson_5614,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,2
t_davidson_5615,"@aaryneliza im 60 n I hate elissa, a fake ass cunt",2
t_davidson_5616,@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,1
t_davidson_5617,@aaymee29 no that's fucking retarded are you drinking tonight or not?,2
t_davidson_5618,@abbey_kuck I just whooped your ass why you turnin pussy,2
t_davidson_5619,@abbywiseman1 haha you were that bitch on our team &#128521;,2
t_davidson_5620,@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,2
t_davidson_5621,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),0
t_davidson_5622,@actionLLJackson unless bitch is a word for awesome they are wrong,2
t_davidson_5623,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch,2
t_davidson_5624,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,0
t_davidson_5625,@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8,2
t_davidson_5626,@aerinblazin right &#128514;&#128557; okay bitch,2
t_davidson_5627,@afuehring is little bitch an emotion? Cuz I'm feeling it..,2
t_davidson_5628,@ahimla2 - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!,2
t_davidson_5629,"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;",2
t_davidson_5630,@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao,2
t_davidson_5631,"@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!
Nothing going on, nothing to do, nothing to bitch about, few laws",2
t_davidson_5632,@aj2amazing Obispo ho. We'll do it big,0
t_davidson_5633,@aj2amazing you already know mane since 6th grade I've been killin hoes,2
t_davidson_5634,@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica,2
t_davidson_5635,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.",2
t_davidson_5636,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,0
t_davidson_5637,@akaYankeee bitch probably deserved it lol,2
t_davidson_5638,@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch,2
t_davidson_5639,@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego,2
t_davidson_5640,@alanaaaaaa_ pussy,2
t_davidson_5641,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;,2
t_davidson_5642,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,0
t_davidson_5643,"@aldofelix naw dude I wish, they're white trash",1
t_davidson_5644,@alesiahenderson wat a faggot,2
t_davidson_5645,@alexbenovich more than you run pussy,2
t_davidson_5646,"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!",2
t_davidson_5647,@alexiscarfield ya damn right nigglet! :D,2
t_davidson_5648,@alexissert leave dyke,1
t_davidson_5649,@alexissixela__ stfu youre a pussy sit your ass down with all that noise,2
t_davidson_5650,@alexisxisabel death to attention hoes,2
t_davidson_5651,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",0
t_davidson_5652,@alexrice_ wow your like 3 years late bitch,2
t_davidson_5653,@alexrojas_10 pussy,2
t_davidson_5654,@alexrojas_10 yo fag Rojas,2
t_davidson_5655,@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does,2
t_davidson_5656,@alexxx_carr18 bitch what?,2
t_davidson_5657,@aliciaNOTalisha idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,2
t_davidson_5658,@alisha_serv thats wassup how u got bitches sending you booty pics tho lol,2
t_davidson_5659,@alizahwi Make yo bitch open her legs.,2
t_davidson_5660,@alliemathews tweet but don't text back ok fag,2
t_davidson_5661,@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,0
t_davidson_5662,@allsportsbruh literally retarded. You were dropped on your head.,2
t_davidson_5663,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,1
t_davidson_5664,@allyssasss I was a fag back then,2
t_davidson_5665,"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",0
t_davidson_5666,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",2
t_davidson_5667,@alwayznpolo fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. @tarah_dactyl_,2
t_davidson_5668,@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol,2
t_davidson_5669,@alyssawiens faggot,1
t_davidson_5670,@amandabynes i can give you some of my clothes so you can look like a cute dyke,1
t_davidson_5671,@amarierubio chink eyed !,1
t_davidson_5672,"@ambitiousBree trueee, but I can't wait til the day a bitch try me!!!!",2
t_davidson_5673,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!",2
t_davidson_5674,@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch,2
t_davidson_5675,"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman...",2
t_davidson_5676,@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh,2
t_davidson_5677,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,0
t_davidson_5678,"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",2
t_davidson_5679,@andrewzoudo @BlVckbricks I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas,2
t_davidson_5680,@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,2
t_davidson_5681,@angelo_GL @Tommy_Russell_ yall aint gon get a stitch of pussy....,2
t_davidson_5682,@angelo_GL oh yea a-lo aka mr bitches lmao,2
t_davidson_5683,@angelo_papale lol now all ya need is sum beacg bod abs pussy boy,2
t_davidson_5684,@anggxo get off my twitter fag,2
t_davidson_5685,@anniec0429 ugly white bitch,2
t_davidson_5686,"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",0
t_davidson_5687,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle,2
t_davidson_5688,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",1
t_davidson_5689,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip,2
t_davidson_5690,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",2
t_davidson_5691,@ariennajanee its mutual my lil yellow bone&#127827;,0
t_davidson_5692,@ariennajanee thats why youz a yellow bone &#128155;&#128155;,0
t_davidson_5693,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,2
t_davidson_5694,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;,2
