Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_tweet
6954,3,0,3,0,1,@nickboydos bunch of pussies.,<user> bunch of pussies .
6955,3,0,3,0,1,@nicole_steines whatever you fucking pussy &#128514;,<user> whatever you fucking pussy &#<number> ;
6956,3,0,3,0,1,@nicolleashby now I'm chewy high with a hard ass dick. Ooh there goes my pager could it be a trick bitch?,<user> now i'm chewy high with a hard ass dick . ooh there goes my pager could it be a trick bitch ?
6957,3,0,3,0,1,@nicsarantos @Huntermoore she looks like the pussy lips are huge,<user> <user> she looks like the pussy lips are huge
6958,3,0,3,0,1,@niggie95 aka the lonely bitches,<user> aka the lonely bitches
6959,3,0,3,0,1,@niggieesmalls I got ugly niggah problems. Lol but you got pretty niggah problems. Too bad they the same problem. &#128514;,<user> i got ugly niggah problems . lol but you got pretty niggah problems . too bad they the same problem . &#<number> ;
6960,3,0,3,0,1,@nightpurrowler @Oskzilla pussy shit!,<user> <user> pussy shit !
6961,3,0,3,0,1,@nightpurrowler niggah das gay,<user> niggah das gay
6962,3,0,2,1,1,@nikkiconner13 @bellabelcastro trippy hoes &#127744;&#127744;,<user> <user> trippy hoes &#<number> ;&#<number> ;
6963,3,0,3,0,1,@nkyathappala I'm gonna drink monster til I sue we gettin the bitch #GottaGetThe30,<user> i'm gonna drink monster til i sue we gettin the bitch <hashtag> gotta get the<number>
6964,3,1,2,0,1,"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me","<user> lmaoo one nigga had that <number>nd pic as ""looove that pussy from popeyes !"" lmaoo that shit killed me"
6965,3,0,3,0,1,"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat","<user> also you can only refer to a girl as ""bitch"" if she has sucked your d <hashtag> bet dat"
6966,3,0,3,0,1,@noma2300 bitch fuck you &amp; your dad.,<user> bitch fuck you &amp ; your dad .
6967,3,0,2,1,1,"@noobde @RodriguezLiam *draws perfect scorpion*

*writes name all retarded*","<user> <user> *draws perfect scorpion*

*writes name all retarded*"
6969,3,0,3,0,1,"@normingtonTJ @hollywood_ferg7 lmfao sorry bitch, no one likes you wes","<user> <user> lmfao sorry bitch , no one likes you wes"
6970,3,2,1,0,0,@nosfiend215 @faggot696969 niggers,<user> <user> niggers
6971,3,0,3,0,1,@noturavurage You can roll? And what you got to eat? Barter system my nig!,<user> you can roll ? and what you got to eat ? barter system my nig !
6972,3,0,0,3,2,@npratc Explains why they're waving trash bags around over their heads.,<user> explains why they're waving trash bags around over their heads .
6973,3,0,3,0,1,@nsanemujer @surfboard101 fuck you both bitches.,<user> <user> fuck you both bitches .
6974,3,1,2,0,1,"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully.","<user> im not a bully , you half-retarded talking flotation device ! <user> i assure you , im no bully ."
6975,9,0,1,8,2,"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont","<user> seems if they dont come up with it , its trash , nobody outside hollywood knows what ppl will pay to see . <repeat>ha ! guess those in hw dont"
6976,3,0,3,0,1,@oJvrdy i have that bitch bloked lmao,<user> i have that bitch bloked lmao
6977,3,2,1,0,0,@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,<user> no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass
6978,3,1,2,0,1,@oak_log check yer phone nigger,<user> check yer phone nigger
6980,3,0,1,2,2,@obamac0re I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to,<user> i don't like it peaceful that's boring i like fighting i come from the ghetto do u remember that it's p impossible for me not to
6981,3,0,3,0,1,@officiallyshay where you been at nigglet? I ain't seen you in a while.,<user> where you been at nigglet ? i ain't seen you in a while .
6982,3,0,1,2,2,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)","<user> everybody , look at this bird-killing wind mill lover . <smile>"
6983,3,0,3,0,1,@ohVixen @iBaneXx You gotta respect a bitch before she let's you put your entire arm in her vagina.,<user> <user> you gotta respect a bitch before she let's you put your entire arm in her vagina .
6984,3,0,3,0,1,@ohVixen I love laying in bed by myself because I have a twin size bed and bitches be takin up 3/4 and I ain't havin that,<user> i love laying in bed by myself because i have a twin size bed and bitches be takin up <number> / <number> and i ain't havin that
6985,3,0,3,0,1,@ohVixen bitches be crazy.,<user> bitches be crazy .
6986,3,0,3,0,1,@ohso_blessed @Wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha,<user> <user> lmao ! whore my life on a bad day is better than any good day that you've ever had . fuck a day bitch haha
6987,3,0,3,0,1,@ohyeahtrip Congratulations brother! We in that hoe!,<user> congratulations brother ! we in that hoe !
6988,3,0,2,1,1,@okoruoni You're trash.,<user> you're trash .
6989,3,0,0,3,2,"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living",<user> if you're making <number> clams for betting <number> i hope you do it for a living
6990,3,0,1,2,2,"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;","<user> lmao yes i kind of like it it's not that ghetto yet &amp ; they are and then he says ""u feel me"" &#<number> ;&#<number> ;&#<number> ;&#<number> ;"
6991,3,3,0,0,0,@onIinebaby I knew you were a faggot though,<user> i knew you were a faggot though
6992,3,1,2,0,1,@onedirectum fugly white bitch,<user> fugly white bitch
6993,3,1,0,2,2,@operationSAFE @GaltsGirl lived there and can attest to that. Trust them over any muzzie nation by a million light years,<user> <user> lived there and can attest to that . trust them over any muzzie nation by a million light years
6994,3,0,0,3,2,"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale","<user> are we doing mad libs now ? cool . uh . <repeat> 
twinkie <number>' long , dj  <allcaps> pon<number> cameo , magic&#<number> ;, crystal tree . <hashtag> t n g season<number>finale"
6996,3,0,3,0,1,@oscarstyless Bye bitch byeeeee!,<user> bye bitch bye <elong> !
6997,3,0,1,2,2,@osnapitzthorne @AcaciaBrinley trash?,<user> <user> trash ?
6998,3,0,3,0,1,@ovoxokatie hoe stfu,<user> hoe stfu
6999,3,0,3,0,1,@ozwashere What the fuck is wrong with you. You can't call urself a man if u call a girl a bitch. Ur a fuckin loser bro,<user> what the fuck is wrong with you . you can't call urself a man if u call a girl a bitch . ur a fuckin loser bro
7000,3,0,2,1,1,@ozzie_garza stfu bitch,<user> stfu bitch
7001,3,1,2,0,1,@p0rnoPuppy He called @waynebrady a nigger,<user> he called <user> a nigger
7002,3,0,3,0,1,@p_jones2 this hoe got some issues!,<user> this hoe got some issues !
7003,3,1,2,0,1,@pablofunes_ Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer,<user> oh totes girl . i'm also blasting mayday and wearing an oversized hoodie . get at me queer
7004,3,1,2,0,1,@panchoftf I'm trying to catch diabetes so I'm fuckin a white bitch,<user> i'm trying to catch diabetes so i'm fuckin a white bitch
7005,6,0,0,6,2,@panchoftf red and yellow it should be then,<user> red and yellow it should be then
7006,3,0,0,3,2,"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series.","<user> like . <repeat>charlie chan-style ? (never saw that , either .) hmm . <repeat>makes me think of the ""cockneys"" in the killzone series ."
7007,3,2,1,0,0,@passIt2Liv Hit a bitch it's not like you can see the bruises,<user> hit a bitch it's not like you can see the bruises
7008,3,0,3,0,1,@patarnold95 that hoe over there,<user> that hoe over there
7009,3,0,0,3,2,@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown,<user> <user> remember dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
7010,3,2,1,0,0,@patrickstpierre You're a fucking faggot.,<user> you're a fucking faggot .
7011,3,0,0,3,2,@pauIjac because their parental unit is trash.,<user> because their parental unit is trash .
7012,3,0,0,3,2,"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""","<user> there's always one . <repeat>they never realize they are the worst- the unsolicited unaffiliated trash talker"""
7013,3,0,3,0,1,@peighxo @baestation bitch got arms like piccolo,<user> <user> bitch got arms like piccolo
7014,3,0,3,0,1,"@penisgravy 
Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down","<user> 
is dem ? i wants to has my weenis swingin but da twitter say day shut my colored ass down"
7015,3,1,2,0,1,@percolate @kcraigwell what's next? fingers in dykes?,<user> <user> what's next ? fingers in dykes ?
7016,3,0,0,3,2,"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.","<user> yeah , but sting was already a proven draw . this is apples and oranges . he signs people with the sole purpose of burying them ."
7017,3,0,3,0,1,@peteyhoti @aubreykelson 'ell naw dogs run this bitch,<user> <user> 'ell naw dogs run this bitch
7018,6,0,0,6,2,@peteyhoti that funky monkey,<user> that funky monkey
7019,3,1,0,2,2,"@phalaenadispar 
How day feel bout colored folk?","<user> 
how day feel bout colored folk ?"
7021,3,0,3,0,1,"@pharary04 stop being a bitch and speaking on my name little girl , thank you.","<user> stop being a bitch and speaking on my name little girl , thank you ."
7022,3,0,3,0,1,@pharary04 you don't know me but I got a whole video of you sucking the life out of my pussy &#128527;&#128564;bye stranger &#128536;,<user> you don't know me but i got a whole video of you sucking the life out of my pussy &#<number> ;&#<number> ;bye stranger &#<number> ;
7023,3,0,3,0,1,@phishlicia I got weed. Come over faggot,<user> i got weed . come over faggot
7024,3,2,1,0,0,@phishlicia I'm 5'8 fag &#128536;&#128536;,<user> i'm <number>'<number> fag &#<number> ;&#<number> ;
7026,3,2,1,0,0,@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,<user> yeah you right and you know them mexicans bringing all they family that hoe finna be packed
7027,3,0,2,1,1,@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.,<user> <user> you two need to stop acting like two little bitches .
7028,3,0,2,1,1,@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall,<user> his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall
7029,3,0,3,0,1,@piersmorgan house keeps passing CR's senate says no because harry ried is obamas bitch.. not his states who does the senators represent?,<user> house keeps passing cr's senate says no because harry ried is obamas bitch . <repeat> not his states who does the senators represent ?
7030,3,0,3,0,1,"@piersmorgan shut up with your arsenal already, you bitch!","<user> shut up with your arsenal already , you bitch !"
7031,3,0,3,0,1,@pistol_pete96 @ZP3_ @max_byers12094 LJ hoes!!,<user> <user> <user> lj  <allcaps> hoes ! <repeat>
7032,3,0,3,0,1,"@pistol_pete96 @ZP3_ fuck y'all if you doubt me, I'm a piece of white trash I say it proudly","<user> <user> fuck y'all if you doubt me , i'm a piece of white trash i say it proudly"
7033,3,0,3,0,1,"@pistol_pete96 that's a good choice, except all the whale bitches you'd fuck would get pregnant","<user> that's a good choice , except all the whale bitches you'd fuck would get pregnant"
7035,3,1,2,0,1,"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains","<user> 
and you a funny ofay ! my mammy woulda been happy i made friends wit da folk dat brought us to da new world in chains"
7036,3,1,2,0,1,@poak_ But then you have no idea what people's actually personalities are like maybe Pamaj has always been a cunt hahaha,<user> but then you have no idea what people's actually personalities are like maybe pamaj has always been a cunt hahaha
7037,3,0,3,0,1,@poak_ he was no more a cunt with a shitty attitude than Apex or Pamaj or Banks.,<user> he was no more a cunt with a shitty attitude than apex or pamaj or banks .
7038,3,0,1,2,2,"@politicsofamy Whoa easy Amy, don't slag the Canucks too much with such a generalization","<user> whoa easy amy , don't slag the canucks too much with such a generalization"
7039,3,0,3,0,1,@politicsofamy puss or pussy?,<user> puss or pussy ?
7040,3,0,3,0,1,"@politsoutherner @leahmeyer49 
If you don't vote you don't have a right to complain. That being said, I didn't vote for the son of a bitch&#128515;","<user> <user> 
if you don't vote you don't have a right to complain . that being said , i didn't vote for the son of a bitch&#<number> ;"
7041,3,0,3,0,1,"@politsoutherner @leahmeyer49 
Yeah, I'd want to shoot the son of a bitch myself. LOL","<user> <user> 
yeah , i'd want to shoot the son of a bitch myself . lol"
7042,3,2,1,0,0,@poloswagmaster if you go could you hook up the plant city faggots or,<user> if you go could you hook up the plant city faggots or
7043,3,1,2,0,1,@polotags20 pussy,<user> pussy
7044,3,3,0,0,0,@pombuenaa I'm surprised you could read it with slits for eyes,<user> i'm surprised you could read it with slits for eyes
7045,3,0,0,3,2,@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!,<user> aren't they the best ? there story is here : <url> . now it's time to visit our yellow friends at <user> !
7046,3,0,3,0,1,"@popularcritic1 @discordianslip @fredrogers75 And you thought a camera would steal your soul. Shut the fuck up, you stupid twat.","<user> <user> <user> and you thought a camera would steal your soul . shut the fuck up , you stupid twat ."
7047,3,0,3,0,1,@porcelina33 i was raised the person that uses a gun and cant take an ass whipping is a pussy,<user> i was raised the person that uses a gun and cant take an ass whipping is a pussy
7048,3,1,2,0,1,@pot_headed yeah I tend you grab ass &#128075;and smack bitches in the morning . I don't think you can hang lol&#128514;&#128076;,<user> yeah i tend you grab ass &#<number> ;and smack bitches in the morning . i don't think you can hang lol&#<number> ;&#<number> ;
7049,3,0,3,0,1,@potpwincess @longbongchris she's a dyke,<user> <user> she's a dyke
7050,3,0,3,0,1,@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..,<user> bitch was at a gas station puffin . i swear that's so trashy . <repeat> her nigga should put her in check . <repeat>
7051,3,0,0,3,2,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?","<user> , i'm viswa moulie . i wanna be ur friend . <repeat> please , shall i ?"
7052,3,2,0,1,0,@prettygrl_rocky ugly dyke,<user> ugly dyke
7053,3,0,3,0,1,@prettykells bitch yu nt gone mention me back,<user> bitch yu nt gone mention me back
7054,3,0,3,0,1,@prettymofocka I'm outside where you at?!?! And I'm the pussy,<user> i'm outside where you at ! <repeat> and i'm the pussy
7055,3,1,2,0,1,@pricelessxxx u good man long time my niggah,<user> u good man long time my niggah
7057,3,0,3,0,1,@prihncess bitch,<user> bitch
7058,3,1,2,0,1,@prihncess fuck you bitch,<user> fuck you bitch
7059,3,0,3,0,1,@prime13_time @Vbomb20 hey I guess yall forgot im in this bitch too lol,<user> <user> hey i guess yall forgot im in this bitch too lol
7060,3,0,3,0,1,@prime3_time whoooo?? Lemme find out a bitch run u haha,<user> who <elong> ? <repeat> lemme find out a bitch run u haha
7061,3,0,3,0,1,@princessfaggit I don't see tears bitch,<user> i don't see tears bitch
7062,3,0,3,0,1,@princessfaggit cry bitch,<user> cry bitch
7063,3,1,2,0,1,@princesshil21 if you hate men so much why you trying to look like one? Stupid little cunt,<user> if you hate men so much why you trying to look like one ? stupid little cunt
7064,3,1,2,0,1,"@princessmorggan yeah it was such a lie, thats why you deleted it nigger.","<user> yeah it was such a lie , thats why you deleted it nigger ."
7065,3,1,2,0,1,@protegykid I would reply with the red emoji but I'm not a nigger,<user> i would reply with the red emoji but i'm not a nigger
7066,3,0,0,3,2,@prtini Yes. And the @Yankees. And stalking weird people. SO MANY THINGS. #pr20chat,<user> yes . and the <user> . and stalking weird people . so  <allcaps> many things  <allcaps> . <hashtag> pr<number>chat
7067,3,0,0,3,2,"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto.","<user> <user> <user> btw , genocide isn't war . the people of gaza are no more combatants than the people of the warsaw ghetto ."
7068,6,0,6,0,1,@puckluckbitch @RelaxVibes like I got time to be wasting on some bitch who broke up with me,<user> <user> like i got time to be wasting on some bitch who broke up with me
7069,3,0,3,0,1,@pufntrees the bitch ass nigga I just called a bitch,<user> the bitch ass nigga i just called a bitch
7070,3,1,2,0,1,@pussyjuices drink pussy juice nigga,<user> drink pussy juice nigga
7071,3,0,3,0,1,@pyroballyPOOPS 6-1 bitch dont hate,<user> <number><number> bitch dont hate
7072,3,0,3,0,1,@quezada_carlos7. Right these hoes on my dick about u dats how,<user> . right these hoes on my dick about u dats how
7073,6,2,3,1,1,@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B,<user> that's how rednecks erecycle . <url>
7074,3,1,2,0,1,"@raajanS holy fuck, frozen pussy! you are crazy!","<user> holy fuck , frozen pussy ! you are crazy !"
7075,4,0,1,3,2,@rachaelkbrown @BillyButlerKC @Oreo unexplainable!,<user> <user> <user> unexplainable !
7076,3,0,1,2,2,@rachel_gautreau @babyydrey hey Rachel G my name isint Kenneth ok let's just get that straight &#128070; you best be backing off before I go ghetto,<user> <user> hey rachel g my name isint kenneth ok let's just get that straight &#<number> ; you best be backing off before i go ghetto
7077,3,0,3,0,1,@rachh_burkhart grow a pair pussy,<user> grow a pair pussy
7078,3,1,2,0,1,@rachh_burkhart talkin bout the retard your sittin on,<user> talkin bout the retard your sittin on
7079,3,0,3,0,1,@radar_online old cunt needs to die,<user> old cunt needs to die
7080,3,0,3,0,1,@radar_online to HELL with the plasticassed bitch!!,<user> to hell  <allcaps> with the plasticassed bitch ! <repeat>
7081,6,0,6,0,1,@raider_level them hoes ain't thick at all u clowning,<user> them hoes ain't thick at all u clowning
7082,3,0,0,3,2,@ramaxe1965 dubya hates todays teabagger movement.,<user> dubya hates todays teabagger movement .
7083,3,0,3,0,1,"@ramonastewart OK Now you're talking my language, none of this pussy-whipped RINO whining","<user> ok  <allcaps> now you're talking my language , none of this pussy-whipped rino  <allcaps> whining"
7084,3,0,1,2,2,@rasheedibrahim_ once it gets cold yall gonna be trash again lol,<user> once it gets cold yall gonna be trash again lol
7085,3,0,0,3,2,@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,<user> i'll see you guys later . i gotta go bake my blood crackers . <user>
7086,3,0,3,0,1,@ratchetandsassy @ me hoe,<user> @ me hoe
7087,3,0,3,0,1,@ratedtfxrtaylor text me queer bait,<user> text me queer bait
7088,3,0,1,2,2,@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.,<user> <user> i was impressed that anybody could chug a smirnoff ice that quickly .
7089,3,0,3,0,1,@ravingrave @TheKevShow504 @eeegggiiiaaaP that's Kevin with the hoes &#128514;&#128514;,<user> <user> <user> that's kevin with the hoes &#<number> ;&#<number> ;
7090,3,0,0,3,2,@rbigwood @GameOfArmsAMC of course! Win or lose you always had the most exciting matches. Spilt blood and all and you aren't a trash talker!,<user> <user> of course ! win or lose you always had the most exciting matches . spilt blood and all and you aren't a trash talker !
7091,3,0,1,2,2,@rbigwood when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!,<user> when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips !
7092,3,0,3,0,1,@rbomem you a broke bitch too.,<user> you a broke bitch too .
7093,3,2,1,0,0,@real5Hfacts stfu u ugly dyke,<user> stfu u ugly dyke
7094,3,1,2,0,1,@realDonaldTrump call him a pussy as he should!,<user> call him a pussy as he should !
7095,3,2,1,0,0,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.","<user> he looks like reg . memphis ,tn . trash ! we got them everywhere ."
7096,3,0,3,0,1,@realbigasian wtf mine was just a fried Twinkie w powdered sugar I got hoed,<user> wtf mine was just a fried twinkie w powdered sugar i got hoed
7097,3,0,3,0,1,"@realffriends bitch I might be
**~aesthetic~** http://t.co/cYOpCv8oq8","<user> bitch i might be
**~aesthetic~** <url>"
7098,3,0,2,1,1,"@realmarkhenning lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;","<user> lol , we gotta let these hoes know . *pow pow* this aint what they want . &gt ;&gt ;"
7099,3,0,3,0,1,"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!","<user> <user> he's a better trainer , jillian really acts like a bitch sometimes !"
7100,4,0,4,0,1,@rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please,<user> lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please
7101,3,1,2,0,1,@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..,<user> <user> and dis wus after i offered to help faggot ass nigga get custody of his kids . <repeat> im lowkey heated . <repeat>
7102,3,0,3,0,1,@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....,<user> <user> man fck dat tranny . <repeat> juwanna man ass nigga . <repeat>
7103,3,0,2,1,1,@red_is_raw lol yeah birds be chirping outside. Bastards.,<user> lol yeah birds be chirping outside . bastards .
7104,3,0,3,0,1,"@reddroostermann &lt;- I poked this little pussy with a stick, and he curled up into a little ball like a pill bug. @fredseviltwin","<user> &lt ;- i poked this little pussy with a stick , and he curled up into a little ball like a pill bug . <user>"
7105,3,0,3,0,1,@rednexican69 sounds like a bad bitch.,<user> sounds like a bad bitch .
7106,3,0,3,0,1,@redron100 but when its the same method other colonial states employed france england... They dont get to bitch when its their playbook,<user> but when its the same method other colonial states employed france england . <repeat> they dont get to bitch when its their playbook
7107,3,1,0,2,2,@regankelly91 go the gulls. First grade should be a cracker. Physical!,<user> go the gulls . first grade should be a cracker . physical !
7108,3,0,3,0,1,@reganpate @I8dis dumb hoe,<user> <user> dumb hoe
7109,3,0,3,0,1,@rellyOnSMASH @LiveAndUncut my bitch do all that and still go out,<user> <user> my bitch do all that and still go out
7110,3,0,0,3,2,"@rem @slicknet @netmag right, so the link would be your trash bin &#8230; gotcha","<user> <user> <user> right , so the link would be your trash bin &#<number> ; gotcha"
7111,3,0,3,0,1,@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full,<user> yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one mexican in this city full
7112,3,0,2,1,1,@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up,<user> <user> adawg getcho ghetto booty up
7113,3,0,3,0,1,@reptar_ray nigglet send me the pictures,<user> nigglet send me the pictures
7114,3,0,3,0,1,@rezlife3 I got your moms ass on my breath pussy ;),<user> i got your moms ass on my breath pussy <smile>
7115,3,0,3,0,1,@rezlife3 little bitch,<user> little bitch
7116,3,0,3,0,1,@rhythmixx_ @jaymcnuggets ohhhhh you bitch,<user> <user> oh <elong> you bitch
7117,3,1,2,0,1,@rhythmixx_ bitch please,<user> bitch please
7118,3,0,3,0,1,@rhythmixx_ why you gotta hoe me like that,<user> why you gotta hoe me like that
7119,3,0,1,2,2,"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way","<user> yeah ,but the cripple not getting up clean helped the call out . <repeat>wouldn't have been fair either way"
7120,3,0,3,0,1,@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y,<user> i should've &#<number> ; that bitches wallet was tigher than her pu$$y
7121,3,1,2,0,1,"@rickahyatt @donaldbroom @Poysti 
That bastard Obama is giving them to the f-ing wetbacks.","<user> <user> <user> 
that bastard obama is giving them to the f-ing wetbacks ."
7122,3,0,2,1,1,@rickandbubba that's enough of making fun of retarded people talking that way,<user> that's enough of making fun of retarded people talking that way
7123,3,1,2,0,1,@rickerozeaye you see me texting you bitch,<user> you see me texting you bitch
7124,3,3,0,0,0,@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,<user> boring&amp ;hack allah and mohamed are also against fags .please mention them as well .did god take away your balls as punishment ?
7125,3,0,3,0,1,@rikki_lovee @StephyRae7 @TheOneMiss_Luu @GabrielaAngela4 Lets hangout Monday nigs?,<user> <user> <user> <user> lets hangout monday nigs ?
7126,3,0,3,0,1,@rikki_lovee bitch! Why can't I retweet your shit?! Lol love you! Hope you're having a great bday! (:,<user> bitch ! why can't i retweet your shit ! <repeat> lol love you ! hope you're having a great bday ! ( :
7127,3,0,3,0,1,@rikki_lovee you're wearing my sweatshirt in your snapchat story hoe! Love you tho lol,<user> you're wearing my sweatshirt in your snapchat story hoe ! love you tho lol
7128,6,1,5,0,1,"@rilantis_1732 I was hoping you went with the Mr. Chow part on hangover 2. ""But did you die?"" Dumb bitch ass sloot!!","<user> i was hoping you went with the mr . chow part on hangover <number> ""but did you die ?"" dumb bitch ass sloot ! <repeat>"
7129,3,0,3,0,1,@riseofthefags69 stfu prude ass basic ass bitch,<user> stfu prude ass basic ass bitch
7130,3,1,2,0,1,"@riwhey_000 I'm just kidding, I'm not a fucking faggot","<user> i'm just kidding , i'm not a fucking faggot"
7131,3,0,3,0,1,@rlfclifestyle wtf that bitch was driving around drunk,<user> wtf that bitch was driving around drunk
7132,3,0,3,0,1,@rmusshy pussies! #StB,<user> pussies ! <hashtag> st b
7133,3,0,3,0,1,"@rniXX oh yeah and fuck the Lakers too, bitch boi!","<user> oh yeah and fuck the lakers too , bitch boi !"
7134,3,1,2,0,1,@robbiegallinis hey bitch boy #nigorprobz,<user> hey bitch boy <hashtag> nigorprobz
7135,3,1,2,0,1,@robfee What a #narcissistic cunt he is.,<user> what a <hashtag> narcissistic cunt he is .
7136,3,0,0,3,2,@rochaaxx yellow,<user> yellow
7137,3,0,2,1,1,@ronniecaine no in the instrumental I'm not retarded -_-,<user> no in the instrumental i'm not retarded -_-
7138,3,1,0,2,2,@ronniecaine so 'how bout now' was just trash huh.,<user> so 'how bout now' was just trash huh .
7139,3,0,3,0,1,@ronsonsolaqa I love you too pussy.... Lmaooo,<user> i love you too pussy . <repeat> lmao <elong>
7140,3,0,2,1,1,@rowboy_quest promotion that's hoe ya do it http://t.co/Tpnmbd6z,<user> promotion that's hoe ya do it <url>
7141,3,0,3,0,1,@rubberchloe okay love you bitch,<user> okay love you bitch
7142,3,0,3,0,1,"@ruby_knox @all_about_kk @squirtnetwork Why would i pay sex ,when i can getfree pussy that makes no sence at all","<user> <user> <user> why would i pay sex ,when i can getfree pussy that makes no sence at all"
7143,3,0,0,3,2,@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,<user> <user> <user> guys number <number> on the yankees looks like uncle stevie lmao  <allcaps> im dying
7144,3,0,3,0,1,@ryancommakerry I'll actually kill that bitch,<user> i'll actually kill that bitch
7145,3,0,3,0,1,@ryancruz_ brandy wanna b down ass bitches &#128533;,<user> brandy wanna b down ass bitches &#<number> ;
7146,3,1,2,0,1,"@ryanhoover @toddkincannon I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch.","<user> <user> i'm a vet ryan . tk  <allcaps> rocks ! you're just a useless geek . oh , and you have a face like a bitch ."
7147,3,0,1,2,2,"@ryanhoover like we all never gave the camera ""the bird"".","<user> like we all never gave the camera ""the bird""."
7149,3,0,3,0,1,@sadiiex_ Lol shut up bitch..im alive! i just been going through it...but im good now,<user> lol shut up bitch . <repeat>im alive ! i just been going through it . <repeat>but im good now
7150,3,0,3,0,1,@sajeffress tag me pussy ill fite u,<user> tag me pussy ill fite u
7151,3,2,1,0,0,"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa","<user> i'm a faggot <neutralface>

<url>"
7152,3,0,3,0,1,@salome110thebe1 u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking,<user> u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking
7153,3,0,3,0,1,@salome110thebe1 whats good then bitch Ass nigga catch your phase,<user> whats good then bitch ass nigga catch your phase
7154,3,0,2,1,1,@salsteelo @VictorLeaChavez that nigga Vic acting like he yellow bone with 15k followers and can't answer a nigga phone,<user> <user> that nigga vic acting like he yellow bone with <number>k followers and can't answer a nigga phone
